Cohort Year,Division Number,Division Name,Type of Graduation Rate,Rate Type,Graduation Rate,Students in Cohort,Total Graduates,Advanced Studies,IB,Standard,Other Diplomas,Applied Studies,GED,ISAEP,Certificate of Completion,Completion Rate,Dropout Rate,Dropouts,Still Enrolled,Long-Term Absence
2012,122,Radford City,On-Time Graduation Rate,4 yr rate,92.31%,104,96,47,0,46,0,<,2,0,<,96.15%,3.85%,4,0,0
2012,78,Rappahannock County,On-Time Graduation Rate,4 yr rate,81.48%,54,44,23,0,19,<,0,1,0,0,83.33%,9.26%,5,3,1
2012,123,Richmond City,On-Time Graduation Rate,4 yr rate,73.64%,"1,559","1,148",366,1,616,91,74,26,9,33,78.00%,18.15%,283,56,4
2012,79,Richmond County,On-Time Graduation Rate,4 yr rate,83.87%,93,78,38,0,34,<,<,1,6,0,91.40%,6.45%,6,2,0
2012,124,Roanoke City,On-Time Graduation Rate,4 yr rate,76.59%,974,746,277,0,398,23,48,45,1,20,83.37%,14.17%,138,24,0
2012,80,Roanoke County,On-Time Graduation Rate,4 yr rate,91.75%,"1,237","1,135",658,0,433,13,31,6,16,0,93.53%,5.50%,68,10,2
2012,81,Rockbridge County,On-Time Graduation Rate,4 yr rate,83.26%,239,199,95,0,87,<,<,2,7,<,87.87%,8.79%,21,7,1
2012,82,Rockingham County,On-Time Graduation Rate,4 yr rate,90.59%,871,789,402,0,362,13,12,5,13,<,92.88%,5.05%,44,18,0
2012,83,Russell County,On-Time Graduation Rate,4 yr rate,87.50%,344,301,124,0,154,21,<,3,6,<,91.57%,6.40%,22,7,0
2012,139,Salem City,On-Time Graduation Rate,4 yr rate,93.65%,315,295,186,0,103,<,<,3,7,0,96.83%,2.86%,9,1,0
2012,84,Scott County,On-Time Graduation Rate,4 yr rate,93.71%,302,283,137,0,132,<,11,4,5,0,96.69%,2.98%,9,0,1
2012,85,Shenandoah County,On-Time Graduation Rate,4 yr rate,91.71%,567,520,299,0,209,<,<,1,8,0,93.30%,4.59%,26,12,0
2012,86,Smyth County,On-Time Graduation Rate,4 yr rate,88.24%,374,330,146,0,168,11,<,0,20,0,93.58%,5.35%,20,4,0
2012,87,Southampton County,On-Time Graduation Rate,4 yr rate,86.90%,229,199,88,0,91,17,<,1,0,0,87.34%,9.17%,21,8,0
2012,88,Spotsylvania County,On-Time Graduation Rate,4 yr rate,85.99%,"1,906","1,639","1,007",0,582,23,27,0,68,<,89.61%,5.56%,106,47,45
2012,89,Stafford County,On-Time Graduation Rate,4 yr rate,92.11%,"2,346","2,161","1,390",17,726,10,18,0,23,<,93.14%,4.31%,101,54,6
2012,126,Staunton City,On-Time Graduation Rate,4 yr rate,85.71%,224,192,108,0,70,<,10,12,3,<,92.86%,7.14%,16,0,0
2012,127,Suffolk City,On-Time Graduation Rate,4 yr rate,84.09%,"1,056",888,418,12,414,15,29,25,1,0,86.55%,9.94%,105,37,0
2012,90,Surry County,On-Time Graduation Rate,4 yr rate,83.82%,68,57,28,0,26,<,<,0,0,0,83.82%,10.29%,7,2,2
2012,91,Sussex County,On-Time Graduation Rate,4 yr rate,84.31%,102,86,44,0,30,<,<,0,0,<,85.29%,5.88%,6,6,3
2012,92,Tazewell County,On-Time Graduation Rate,4 yr rate,77.82%,505,393,147,0,225,10,11,21,26,<,87.92%,9.90%,50,11,0
2012,128,Virginia Beach City,On-Time Graduation Rate,4 yr rate,86.87%,"5,642","4,900","2,838",97,"1,779",39,148,54,185,<,91.23%,5.62%,317,178,0
2012,93,Warren County,On-Time Graduation Rate,4 yr rate,91.89%,444,408,236,0,156,<,13,0,2,<,93.47%,4.73%,21,8,0
2012,94,Washington County,On-Time Graduation Rate,4 yr rate,91.36%,544,497,216,0,257,<,19,2,30,0,97.24%,2.76%,15,0,0
2012,130,Waynesboro City,On-Time Graduation Rate,4 yr rate,79.75%,242,193,77,0,108,<,<,5,17,<,90.08%,9.50%,23,1,0
2012,207,West Point,On-Time Graduation Rate,4 yr rate,98.36%,61,60,31,0,26,<,0,0,0,0,98.36%,1.64%,1,0,0
2012,95,Westmoreland County,On-Time Graduation Rate,4 yr rate,89.12%,147,131,65,0,58,<,<,4,0,0,91.84%,6.12%,9,3,0
2012,131,Williamsburg-James City County,On-Time Graduation Rate,4 yr rate,88.85%,897,797,527,0,240,13,17,23,20,0,93.65%,4.79%,43,13,1
2012,132,Winchester City,On-Time Graduation Rate,4 yr rate,86.64%,292,253,128,0,114,<,<,1,5,0,88.70%,10.27%,30,3,0
2012,96,Wise County,On-Time Graduation Rate,4 yr rate,86.38%,514,444,176,0,247,12,<,0,12,<,89.69%,6.61%,34,8,11
2012,97,Wythe County,On-Time Graduation Rate,4 yr rate,86.80%,356,309,130,0,163,<,<,1,7,0,89.04%,8.43%,30,9,0
2012,98,York County,On-Time Graduation Rate,4 yr rate,94.32%,"1,092","1,030",661,15,328,11,15,2,5,0,94.96%,3.02%,33,15,7
2013,1,Accomack County,On-Time Graduation Rate,4 yr rate,85.80%,331,284,140,0,137,<,<,2,11,<,90.63%,7.25%,24,2,5
2013,2,Albemarle County,On-Time Graduation Rate,4 yr rate,93.51%,"1,032",965,692,0,233,<,36,5,14,<,95.83%,3.39%,35,8,0
2013,101,Alexandria City,On-Time Graduation Rate,4 yr rate,86.17%,824,710,277,0,398,11,24,3,15,0,88.35%,10.68%,88,8,0
2013,3,Alleghany County,On-Time Graduation Rate,4 yr rate,85.60%,250,214,129,0,74,<,<,8,6,<,92.40%,4.00%,10,3,6
2013,4,Amelia County,On-Time Graduation Rate,4 yr rate,93.28%,134,125,55,0,67,<,0,0,0,0,93.28%,4.48%,6,3,0
2013,5,Amherst County,On-Time Graduation Rate,4 yr rate,86.32%,380,328,157,0,161,<,<,2,16,<,92.37%,3.95%,15,5,9
2013,6,Appomattox County,On-Time Graduation Rate,4 yr rate,80.13%,156,125,72,0,48,<,<,0,18,0,91.67%,7.69%,12,1,0
2013,7,Arlington County,On-Time Graduation Rate,4 yr rate,89.62%,"1,407","1,261",774,50,377,46,14,2,3,12,90.83%,7.32%,103,24,2
2013,8,Augusta County,On-Time Graduation Rate,4 yr rate,93.71%,874,819,451,0,330,23,15,1,16,0,95.65%,3.09%,27,7,4
2013,9,Bath County,On-Time Graduation Rate,4 yr rate,90.63%,64,58,27,0,26,<,<,0,1,0,92.19%,7.81%,5,0,0
2013,10,Bedford County,On-Time Graduation Rate,4 yr rate,90.65%,856,776,420,0,336,<,14,5,11,<,92.64%,5.26%,45,18,0
2013,11,Bland County,On-Time Graduation Rate,4 yr rate,94.81%,77,73,12,0,58,0,<,0,0,0,94.81%,5.19%,4,0,0
2013,12,Botetourt County,On-Time Graduation Rate,4 yr rate,95.32%,406,387,232,0,144,<,<,1,2,0,96.06%,1.97%,8,6,2
2013,102,Bristol City,On-Time Graduation Rate,4 yr rate,84.53%,181,153,64,0,69,10,10,1,4,0,87.29%,11.05%,20,0,3
2013,13,Brunswick County,On-Time Graduation Rate,4 yr rate,85.53%,152,130,38,0,77,14,<,0,7,<,92.11%,7.89%,12,0,0
2013,14,Buchanan County,On-Time Graduation Rate,4 yr rate,92.08%,265,244,64,0,154,26,0,2,5,0,94.72%,4.53%,12,2,0
2013,15,Buckingham County,On-Time Graduation Rate,4 yr rate,89.56%,182,163,62,0,98,<,<,0,1,0,90.11%,8.79%,16,2,0
2013,103,Buena Vista City,On-Time Graduation Rate,4 yr rate,83.13%,83,69,31,0,35,<,<,0,8,0,92.77%,6.02%,5,1,0
2013,16,Campbell County,On-Time Graduation Rate,4 yr rate,88.41%,742,656,302,0,326,20,<,5,26,<,92.72%,4.18%,31,10,13
2013,17,Caroline County,On-Time Graduation Rate,4 yr rate,84.98%,313,266,124,0,127,<,14,2,2,0,86.26%,10.22%,32,7,4
2013,18,Carroll County,On-Time Graduation Rate,4 yr rate,91.00%,311,283,134,0,137,<,<,2,4,0,92.93%,4.18%,13,9,0
2013,19,Charles City County,On-Time Graduation Rate,4 yr rate,93.65%,63,59,20,0,33,<,<,0,1,0,95.24%,4.76%,3,0,0
2013,20,Charlotte County,On-Time Graduation Rate,4 yr rate,86.26%,182,157,87,0,55,14,<,0,17,0,95.60%,2.20%,4,4,0
2013,104,Charlottesville City,On-Time Graduation Rate,4 yr rate,80.57%,314,253,148,0,93,<,<,0,1,11,84.39%,10.19%,32,17,0
2013,136,Chesapeake City,On-Time Graduation Rate,4 yr rate,92.17%,"3,283","3,026","1,778",37,"1,065",51,95,21,57,11,94.88%,3.81%,125,43,0
2013,21,Chesterfield County,On-Time Graduation Rate,4 yr rate,90.19%,"4,781","4,312","2,651",12,"1,558",31,60,29,68,14,92.51%,6.21%,297,61,0
2013,22,Clarke County,On-Time Graduation Rate,4 yr rate,97.34%,188,183,137,0,37,<,<,2,0,0,98.40%,1.60%,3,0,0
2013,202,Colonial Beach,On-Time Graduation Rate,4 yr rate,84.44%,45,38,18,0,18,<,0,0,0,0,84.44%,8.89%,4,1,2
2013,106,Colonial Heights City,On-Time Graduation Rate,4 yr rate,91.13%,248,226,145,0,76,<,<,9,0,0,94.76%,1.61%,4,7,2
2013,107,Covington City,On-Time Graduation Rate,4 yr rate,85.48%,62,53,16,0,27,<,<,2,0,0,88.71%,6.45%,4,3,0
2013,23,Craig County,On-Time Graduation Rate,4 yr rate,87.27%,55,48,27,0,18,<,0,0,0,0,87.27%,9.09%,5,1,1
2013,24,Culpeper County,On-Time Graduation Rate,4 yr rate,91.95%,534,491,262,0,210,<,14,3,6,<,95.32%,3.93%,21,4,0
2013,25,Cumberland County,On-Time Graduation Rate,4 yr rate,81.58%,114,93,50,0,40,<,<,2,2,0,85.09%,14.91%,17,0,0
2013,108,Danville City,On-Time Graduation Rate,4 yr rate,78.80%,500,394,151,7,200,16,20,6,26,10,87.20%,6.20%,31,23,10
2013,26,Dickenson County,On-Time Graduation Rate,4 yr rate,84.27%,178,150,49,0,96,<,<,1,7,<,90.45%,7.87%,14,3,0
2013,27,Dinwiddie County,On-Time Graduation Rate,4 yr rate,81.51%,357,291,107,0,152,<,25,5,13,<,87.39%,5.04%,18,11,16
2013,28,Essex County,On-Time Graduation Rate,4 yr rate,84.17%,120,101,49,0,43,<,<,1,6,0,90.00%,8.33%,10,2,0
2013,29,Fairfax County,On-Time Graduation Rate,4 yr rate,91.60%,"13,667","12,519","8,015",390,"3,755",207,152,66,68,0,92.58%,5.83%,797,207,10
2013,109,Falls Church City,On-Time Graduation Rate,4 yr rate,97.06%,170,165,129,0,36,0,0,1,2,0,98.82%,1.18%,2,0,0
2013,30,Fauquier County,On-Time Graduation Rate,4 yr rate,94.07%,877,825,477,0,309,27,12,0,18,0,96.12%,2.62%,23,9,2
2013,31,Floyd County,On-Time Graduation Rate,4 yr rate,93.79%,161,151,70,0,68,<,<,2,2,0,96.27%,3.73%,6,0,0
2013,32,Fluvanna County,On-Time Graduation Rate,4 yr rate,94.89%,313,297,193,0,86,<,10,0,3,0,95.85%,2.88%,9,4,0
2013,135,Franklin City,On-Time Graduation Rate,4 yr rate,77.65%,85,66,23,0,41,0,<,0,4,0,82.35%,14.12%,12,3,0
2013,33,Franklin County,On-Time Graduation Rate,4 yr rate,85.45%,591,505,246,0,241,<,12,0,34,0,91.20%,7.78%,46,5,1
2013,34,Frederick County,On-Time Graduation Rate,4 yr rate,90.07%,"1,017",916,483,0,406,17,10,3,33,<,94.00%,4.62%,47,14,0
2013,110,Fredericksburg City,On-Time Graduation Rate,4 yr rate,86.67%,225,195,108,0,81,<,<,0,5,0,88.89%,8.44%,19,6,0
2013,111,Galax City,On-Time Graduation Rate,4 yr rate,86.46%,96,83,50,0,33,0,0,0,4,0,90.63%,6.25%,6,2,1
2013,35,Giles County,On-Time Graduation Rate,4 yr rate,83.41%,205,171,52,0,110,<,<,6,2,<,87.80%,10.24%,21,4,0
2013,36,Gloucester County,On-Time Graduation Rate,4 yr rate,87.87%,511,449,188,0,238,<,21,2,11,0,90.41%,7.24%,37,12,0
2013,37,Goochland County,On-Time Graduation Rate,4 yr rate,90.61%,181,164,110,0,49,<,<,3,4,0,94.48%,3.31%,6,4,0
2013,38,Grayson County,On-Time Graduation Rate,4 yr rate,85.33%,150,128,60,0,63,<,<,6,0,0,89.33%,7.33%,11,5,0
2013,39,Greene County,On-Time Graduation Rate,4 yr rate,92.47%,186,172,97,0,70,<,<,4,1,0,95.16%,4.30%,8,1,0
2013,40,Greensville County,On-Time Graduation Rate,4 yr rate,86.34%,227,196,77,0,92,<,18,2,0,0,87.22%,8.37%,19,4,6
2013,41,Halifax County,On-Time Graduation Rate,4 yr rate,90.69%,419,380,174,0,191,0,15,15,0,<,94.51%,4.30%,18,5,0
2013,112,Hampton City,On-Time Graduation Rate,4 yr rate,85.44%,"1,854","1,584",576,6,928,24,50,32,90,<,92.07%,3.78%,70,69,8
2013,42,Hanover County,On-Time Graduation Rate,4 yr rate,95.45%,"1,474","1,407",863,74,421,33,16,2,17,0,96.74%,2.58%,38,8,2
2013,113,Harrisonburg City,On-Time Graduation Rate,4 yr rate,89.39%,358,320,156,0,137,<,26,1,0,<,90.50%,7.54%,27,7,0
2013,43,Henrico County,On-Time Graduation Rate,4 yr rate,89.95%,"3,942","3,546","1,755",65,"1,547",96,83,19,52,<,91.96%,6.29%,248,69,0
2013,44,Henry County,On-Time Graduation Rate,4 yr rate,90.20%,592,534,247,0,242,23,22,12,16,0,94.93%,2.70%,16,12,2
2013,45,Highland County,On-Time Graduation Rate,4 yr rate,100.00%,17,17,6,0,11,0,0,0,0,0,100.00%,0.00%,0,0,0
2013,114,Hopewell City,On-Time Graduation Rate,4 yr rate,78.85%,312,246,58,0,174,<,<,7,15,0,85.90%,9.29%,29,15,0
2013,46,Isle of Wight County,On-Time Graduation Rate,4 yr rate,88.93%,506,450,268,0,175,<,<,4,7,<,91.30%,6.72%,34,3,7
2013,48,King George County,On-Time Graduation Rate,4 yr rate,90.88%,340,309,165,0,137,<,<,0,4,0,92.06%,7.35%,25,2,0
2013,50,King William County,On-Time Graduation Rate,4 yr rate,93.29%,164,153,78,0,67,<,<,0,5,0,96.34%,1.22%,2,3,1
2013,49,King and Queen County,On-Time Graduation Rate,4 yr rate,84.48%,58,49,25,0,15,<,<,0,0,<,86.21%,5.17%,3,0,5
2013,51,Lancaster County,On-Time Graduation Rate,4 yr rate,96.26%,107,103,56,0,38,<,<,1,1,0,98.13%,0.93%,1,1,0
2013,52,Lee County,On-Time Graduation Rate,4 yr rate,84.10%,239,201,48,0,132,18,<,2,2,<,87.03%,10.88%,26,3,2
2013,137,Lexington City,On-Time Graduation Rate,4 yr rate,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<
2013,53,Loudoun County,On-Time Graduation Rate,4 yr rate,95.77%,"4,516","4,325","3,171",0,"1,084",24,46,10,27,27,97.19%,2.19%,99,24,4
2013,54,Louisa County,On-Time Graduation Rate,4 yr rate,90.42%,355,321,176,0,132,<,<,0,4,0,91.55%,5.35%,19,4,7
2013,55,Lunenburg County,On-Time Graduation Rate,4 yr rate,88.64%,132,117,46,0,63,<,<,2,2,0,91.67%,8.33%,11,0,0
2013,115,Lynchburg City,On-Time Graduation Rate,4 yr rate,80.90%,670,542,259,0,247,26,10,8,34,<,87.61%,8.06%,54,23,6
2013,56,Madison County,On-Time Graduation Rate,4 yr rate,97.26%,146,142,84,0,54,<,<,1,0,<,100.00%,0.00%,0,0,0
2013,143,Manassas City,On-Time Graduation Rate,4 yr rate,86.54%,520,450,214,0,215,<,15,0,13,0,89.04%,4.23%,22,9,26
2013,144,Manassas Park City,On-Time Graduation Rate,4 yr rate,81.60%,212,173,98,0,67,<,<,1,6,0,84.91%,9.91%,21,11,0
2013,116,Martinsville City,On-Time Graduation Rate,4 yr rate,83.67%,196,164,89,0,69,<,<,1,0,0,84.18%,12.24%,24,7,0
2013,57,Mathews County,On-Time Graduation Rate,4 yr rate,95.00%,100,95,50,0,44,0,<,1,0,0,96.00%,3.00%,3,1,0
2013,58,Mecklenburg County,On-Time Graduation Rate,4 yr rate,88.07%,352,310,171,0,110,26,<,2,2,0,89.20%,9.66%,34,2,2
2013,59,Middlesex County,On-Time Graduation Rate,4 yr rate,94.74%,95,90,55,0,31,<,<,0,1,<,96.84%,2.11%,2,0,1
2013,60,Montgomery County,On-Time Graduation Rate,4 yr rate,89.56%,747,669,362,0,282,<,20,8,12,0,92.24%,5.22%,39,19,0
2013,62,Nelson County,On-Time Graduation Rate,4 yr rate,90.20%,153,138,69,0,64,<,<,0,4,<,93.46%,3.92%,6,4,0
2013,63,New Kent County,On-Time Graduation Rate,4 yr rate,89.45%,237,212,124,0,83,<,<,0,13,0,94.94%,2.11%,5,7,0
2013,117,Newport News City,On-Time Graduation Rate,4 yr rate,85.20%,"2,102","1,791",749,20,967,<,50,20,79,<,90.06%,4.38%,92,74,43
2013,118,Norfolk City,On-Time Graduation Rate,4 yr rate,77.93%,"2,062","1,607",651,19,854,17,66,36,123,0,85.65%,9.99%,206,87,3
2013,65,Northampton County,On-Time Graduation Rate,4 yr rate,82.81%,128,106,42,0,59,<,0,1,1,0,84.38%,9.38%,12,8,0
2013,66,Northumberland County,On-Time Graduation Rate,4 yr rate,88.39%,112,99,36,0,54,<,<,0,1,0,89.29%,10.71%,12,0,0
2013,119,Norton City,On-Time Graduation Rate,4 yr rate,88.06%,67,59,37,0,20,<,<,2,1,0,92.54%,5.97%,4,1,0
2013,67,Nottoway County,On-Time Graduation Rate,4 yr rate,81.37%,161,131,82,0,39,<,<,2,2,0,83.85%,13.66%,22,4,0
2013,68,Orange County,On-Time Graduation Rate,4 yr rate,91.26%,389,355,181,0,167,<,<,0,10,<,95.12%,2.06%,8,7,4
2013,69,Page County,On-Time Graduation Rate,4 yr rate,97.70%,305,298,163,0,125,<,<,2,1,<,99.02%,0.98%,3,0,0
2013,70,Patrick County,On-Time Graduation Rate,4 yr rate,91.34%,231,211,94,0,103,<,<,1,4,<,93.94%,4.33%,10,4,0
2013,120,Petersburg City,On-Time Graduation Rate,4 yr rate,77.45%,306,237,51,0,156,11,19,1,5,0,79.41%,14.71%,45,18,0
2013,71,Pittsylvania County,On-Time Graduation Rate,4 yr rate,87.99%,716,630,310,0,295,<,17,1,2,0,88.41%,10.20%,73,6,4
2013,142,Poquoson City,On-Time Graduation Rate,4 yr rate,93.20%,206,192,135,0,55,<,0,5,2,0,96.60%,2.91%,6,1,0
2013,121,Portsmouth City,On-Time Graduation Rate,4 yr rate,80.86%,"1,113",900,346,0,477,28,49,16,40,0,85.89%,10.42%,116,29,12
2013,72,Powhatan County,On-Time Graduation Rate,4 yr rate,87.92%,331,291,169,0,121,0,<,14,7,0,94.26%,4.53%,15,2,2
2013,73,Prince Edward County,On-Time Graduation Rate,4 yr rate,86.84%,190,165,83,0,70,<,<,1,3,<,89.47%,6.84%,13,3,4
2013,74,Prince George County,On-Time Graduation Rate,4 yr rate,83.23%,483,402,202,0,191,<,<,15,5,<,87.58%,10.56%,51,7,2
2013,75,Prince William County,On-Time Graduation Rate,4 yr rate,89.53%,"5,962","5,338","2,550",46,"2,507",80,155,22,35,0,90.49%,7.13%,425,120,22
2013,77,Pulaski County,On-Time Graduation Rate,4 yr rate,87.20%,375,327,138,0,150,<,32,0,14,<,91.20%,7.73%,29,4,0
2013,122,Radford City,On-Time Graduation Rate,4 yr rate,94.23%,104,98,50,0,44,0,<,3,0,0,97.12%,2.88%,3,0,0
2013,78,Rappahannock County,On-Time Graduation Rate,4 yr rate,92.00%,75,69,41,0,23,<,<,1,1,0,94.67%,4.00%,3,0,1
2013,123,Richmond City,On-Time Graduation Rate,4 yr rate,76.25%,"1,503","1,146",410,0,571,108,57,19,6,10,78.58%,17.10%,257,61,4
2013,79,Richmond County,On-Time Graduation Rate,4 yr rate,85.71%,98,84,52,0,28,0,<,0,2,0,87.76%,9.18%,9,1,2
2013,124,Roanoke City,On-Time Graduation Rate,4 yr rate,80.35%,926,743,274,0,409,14,47,36,0,19,86.29%,11.34%,105,22,0
2013,80,Roanoke County,On-Time Graduation Rate,4 yr rate,93.94%,"1,204","1,131",658,0,450,<,20,3,14,<,95.43%,3.82%,46,9,0
2013,81,Rockbridge County,On-Time Graduation Rate,4 yr rate,85.55%,256,219,102,0,106,<,<,4,6,0,89.45%,7.03%,18,8,1
2013,82,Rockingham County,On-Time Graduation Rate,4 yr rate,92.55%,899,832,435,0,375,<,16,2,6,<,93.55%,4.67%,42,16,0
2013,83,Russell County,On-Time Graduation Rate,4 yr rate,90.31%,351,316,113,0,182,18,<,2,2,<,91.74%,6.55%,23,6,0
2013,139,Salem City,On-Time Graduation Rate,4 yr rate,89.17%,314,280,196,0,78,<,<,2,7,0,92.04%,6.37%,20,3,2
2013,84,Scott County,On-Time Graduation Rate,4 yr rate,90.94%,298,271,147,0,108,<,13,7,3,0,94.30%,5.37%,16,1,0
2013,85,Shenandoah County,On-Time Graduation Rate,4 yr rate,95.66%,484,463,270,0,171,<,18,0,9,0,97.52%,1.65%,8,4,0
2013,86,Smyth County,On-Time Graduation Rate,4 yr rate,91.96%,373,343,124,0,201,15,<,0,15,0,95.98%,3.49%,13,2,0
2013,87,Southampton County,On-Time Graduation Rate,4 yr rate,80.72%,223,180,94,0,74,<,<,2,3,0,82.96%,13.45%,30,5,3
2013,88,Spotsylvania County,On-Time Graduation Rate,4 yr rate,88.32%,"1,952","1,724","1,069",0,612,26,17,0,71,<,92.01%,4.30%,84,44,28
2013,89,Stafford County,On-Time Graduation Rate,4 yr rate,91.78%,"2,347","2,154","1,371",21,728,13,21,0,12,<,92.46%,3.11%,73,53,51
2013,126,Staunton City,On-Time Graduation Rate,4 yr rate,87.38%,206,180,88,0,82,<,<,4,5,<,92.23%,3.88%,8,4,4
2013,127,Suffolk City,On-Time Graduation Rate,4 yr rate,87.25%,"1,098",958,433,14,451,17,43,20,2,0,89.25%,8.11%,89,27,2
2013,90,Surry County,On-Time Graduation Rate,4 yr rate,96.10%,77,74,41,0,31,<,<,0,0,0,96.10%,2.60%,2,1,0
2013,91,Sussex County,On-Time Graduation Rate,4 yr rate,77.45%,102,79,29,0,40,<,<,1,1,<,82.35%,10.78%,11,2,5
2013,92,Tazewell County,On-Time Graduation Rate,4 yr rate,84.10%,497,418,134,0,256,14,14,21,11,<,90.74%,8.25%,41,5,0
2013,128,Virginia Beach City,On-Time Graduation Rate,4 yr rate,88.05%,"5,355","4,715","2,749",102,"1,703",20,141,36,188,<,92.27%,4.71%,252,162,0
2013,93,Warren County,On-Time Graduation Rate,4 yr rate,92.29%,454,419,211,0,187,<,19,0,0,<,92.73%,5.95%,27,6,0
2013,94,Washington County,On-Time Graduation Rate,4 yr rate,94.99%,559,531,284,0,227,<,17,2,18,0,98.57%,1.25%,7,1,0
2013,130,Waynesboro City,On-Time Graduation Rate,4 yr rate,83.56%,219,183,82,0,94,<,<,1,22,0,94.06%,4.11%,9,4,0
2013,207,West Point,On-Time Graduation Rate,4 yr rate,93.33%,60,56,36,0,19,<,0,0,1,0,95.00%,1.67%,1,1,1
2013,95,Westmoreland County,On-Time Graduation Rate,4 yr rate,85.16%,128,109,61,0,40,<,<,1,0,0,85.94%,10.16%,13,4,1
2013,131,Williamsburg-James City County,On-Time Graduation Rate,4 yr rate,88.99%,872,776,490,0,259,12,15,9,23,<,92.78%,5.28%,46,17,0
2013,132,Winchester City,On-Time Graduation Rate,4 yr rate,88.59%,298,264,145,0,110,<,<,3,3,<,90.94%,8.39%,25,2,0
2013,96,Wise County,On-Time Graduation Rate,4 yr rate,89.42%,463,414,167,0,235,<,<,2,5,<,91.14%,7.34%,34,7,0
2013,97,Wythe County,On-Time Graduation Rate,4 yr rate,85.54%,332,284,107,0,164,<,11,3,6,<,88.86%,8.73%,29,3,5
2013,98,York County,On-Time Graduation Rate,4 yr rate,94.41%,"1,073","1,013",658,17,318,<,12,8,7,0,95.81%,2.42%,26,16,3
2014,1,Accomack County,On-Time Graduation Rate,4 yr rate,90.12%,344,310,143,0,158,<,<,3,5,0,92.44%,5.23%,18,5,3
2014,2,Albemarle County,On-Time Graduation Rate,4 yr rate,94.91%,"1,002",951,660,0,261,<,26,4,5,10,96.81%,2.20%,22,10,0
2014,101,Alexandria City,On-Time Graduation Rate,4 yr rate,84.31%,803,677,320,0,329,<,25,2,5,0,85.18%,9.22%,74,18,27
2014,3,Alleghany County,On-Time Graduation Rate,4 yr rate,87.16%,218,190,78,0,98,<,<,3,3,0,89.91%,6.42%,14,6,2
2014,4,Amelia County,On-Time Graduation Rate,4 yr rate,93.89%,131,123,61,0,58,<,0,1,0,0,94.66%,5.34%,7,0,0
2014,5,Amherst County,On-Time Graduation Rate,4 yr rate,88.71%,372,330,155,0,159,<,<,0,17,<,94.35%,4.84%,18,2,1
2014,6,Appomattox County,On-Time Graduation Rate,4 yr rate,91.40%,186,170,100,0,60,<,<,0,7,0,95.16%,3.76%,7,2,0
2014,7,Arlington County,On-Time Graduation Rate,4 yr rate,90.21%,"1,481","1,336",790,69,414,40,23,0,2,44,93.32%,5.54%,82,16,1
2014,8,Augusta County,On-Time Graduation Rate,4 yr rate,93.00%,829,771,439,0,308,14,10,1,15,0,94.93%,3.74%,31,8,3
2014,9,Bath County,On-Time Graduation Rate,4 yr rate,87.27%,55,48,25,0,21,<,<,0,2,0,90.91%,9.09%,5,0,0
2014,10,Bedford County,On-Time Graduation Rate,4 yr rate,87.31%,859,750,406,0,308,<,27,6,13,0,89.52%,6.40%,55,35,0
2014,11,Bland County,On-Time Graduation Rate,4 yr rate,88.46%,78,69,15,0,46,<,<,0,1,0,89.74%,7.69%,6,2,0
2014,12,Botetourt County,On-Time Graduation Rate,4 yr rate,93.95%,413,388,258,0,122,<,<,4,0,<,95.16%,1.94%,8,3,9
2014,102,Bristol City,On-Time Graduation Rate,4 yr rate,86.67%,165,143,61,0,69,<,<,1,3,0,89.09%,5.45%,9,6,3
2014,13,Brunswick County,On-Time Graduation Rate,4 yr rate,84.43%,167,141,48,0,85,<,<,0,3,0,86.23%,8.98%,15,8,0
2014,14,Buchanan County,On-Time Graduation Rate,4 yr rate,88.08%,260,229,69,0,139,21,0,0,6,<,91.54%,5.77%,15,7,0
2014,15,Buckingham County,On-Time Graduation Rate,4 yr rate,92.62%,149,138,68,0,61,<,<,0,0,0,92.62%,6.04%,9,2,0
2014,103,Buena Vista City,On-Time Graduation Rate,4 yr rate,85.23%,88,75,30,0,38,<,<,0,4,0,89.77%,9.09%,8,1,0
2014,16,Campbell County,On-Time Graduation Rate,4 yr rate,87.01%,662,576,297,0,249,20,10,1,18,<,90.18%,4.38%,29,20,16
2014,17,Caroline County,On-Time Graduation Rate,4 yr rate,87.13%,303,264,114,0,130,0,20,5,0,<,89.11%,4.62%,14,6,13
2014,18,Carroll County,On-Time Graduation Rate,4 yr rate,91.56%,308,282,141,0,131,<,<,0,8,0,94.16%,5.19%,16,1,1
2014,19,Charles City County,On-Time Graduation Rate,4 yr rate,95.74%,47,45,14,0,26,<,<,0,0,0,95.74%,2.13%,1,0,1
2014,20,Charlotte County,On-Time Graduation Rate,4 yr rate,92.07%,164,151,93,0,48,<,<,1,7,0,96.95%,3.05%,5,0,0
2014,104,Charlottesville City,On-Time Graduation Rate,4 yr rate,88.50%,287,254,129,0,103,<,19,7,0,<,91.64%,5.57%,16,8,0
2014,136,Chesapeake City,On-Time Graduation Rate,4 yr rate,92.93%,"3,154","2,931","1,782",30,982,60,77,18,42,29,95.75%,2.82%,89,45,0
2014,21,Chesterfield County,On-Time Graduation Rate,4 yr rate,91.46%,"4,803","4,393","2,684",18,"1,580",40,71,16,52,13,93.15%,5.52%,265,63,1
2014,22,Clarke County,On-Time Graduation Rate,4 yr rate,100.00%,165,165,108,0,57,0,0,0,0,0,100.00%,0.00%,0,0,0
