"On-time Graduation Rate"
10/26/2022

Year,Level,Division,Subgroup,Cohort,"Graduation Count","Virginia On-Time Graduation Rate","Completer Count","Completion Rate"
2019,DIV,"Pittsylvania County Public Schools",Hispanic,28,24,85.7,24,85.7
2019,DIV,"Pittsylvania County Public Schools",Homeless,<,<,100,<,100
2019,DIV,"Pittsylvania County Public Schools",Male,386,338,87.6,340,88.1
2019,DIV,"Pittsylvania County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Pittsylvania County Public Schools","Multiple Races",14,13,92.9,13,92.9
2019,DIV,"Pittsylvania County Public Schools","Students with Disabilities",113,91,80.5,91,80.5
2019,DIV,"Pittsylvania County Public Schools",White,518,459,88.6,461,89
2019,DIV,"Poquoson City Public Schools","All Students",159,151,95,153,96.2
2019,DIV,"Poquoson City Public Schools","American Indian",<,<,<,<,<
2019,DIV,"Poquoson City Public Schools",Asian,<,<,100,<,100
2019,DIV,"Poquoson City Public Schools","Economically Disadvantaged",20,19,95,19,95
2019,DIV,"Poquoson City Public Schools","English Learners",<,<,100,<,100
2019,DIV,"Poquoson City Public Schools",Female,76,73,96.1,73,96.1
2019,DIV,"Poquoson City Public Schools",Hispanic,<,<,<,<,<
2019,DIV,"Poquoson City Public Schools",Male,83,78,94,80,96.4
2019,DIV,"Poquoson City Public Schools","Military Connected",24,24,100,24,100
2019,DIV,"Poquoson City Public Schools","Multiple Races",<,<,100,<,100
2019,DIV,"Poquoson City Public Schools","Native Hawaiian",<,<,100,<,100
2019,DIV,"Poquoson City Public Schools","Students with Disabilities",11,10,90.9,10,90.9
2019,DIV,"Poquoson City Public Schools",White,139,133,95.7,134,96.4
2019,DIV,"Portsmouth City Public Schools","All Students",995,893,89.7,910,91.5
2019,DIV,"Portsmouth City Public Schools","American Indian",<,<,<,<,<
2019,DIV,"Portsmouth City Public Schools",Asian,11,9,81.8,9,81.8
2019,DIV,"Portsmouth City Public Schools",Black,714,640,89.6,646,90.5
2019,DIV,"Portsmouth City Public Schools","Economically Disadvantaged",546,506,92.7,511,93.6
2019,DIV,"Portsmouth City Public Schools","English Learners",<,<,<,<,<
2019,DIV,"Portsmouth City Public Schools",Female,497,457,92,463,93.2
2019,DIV,"Portsmouth City Public Schools","Foster Care",<,<,<,<,<
2019,DIV,"Portsmouth City Public Schools",Hispanic,39,36,92.3,38,97.4
2019,DIV,"Portsmouth City Public Schools",Homeless,16,13,81.3,13,81.3
2019,DIV,"Portsmouth City Public Schools",Male,498,436,87.6,447,89.8
2019,DIV,"Portsmouth City Public Schools","Military Connected",11,10,90.9,10,90.9
2019,DIV,"Portsmouth City Public Schools","Multiple Races",36,35,97.2,35,97.2
2019,DIV,"Portsmouth City Public Schools","Native Hawaiian",<,<,100,<,100
2019,DIV,"Portsmouth City Public Schools","Students with Disabilities",119,114,95.8,115,96.6
2019,DIV,"Portsmouth City Public Schools",White,188,167,88.8,176,93.6
2019,DIV,"Powhatan County Public Schools","All Students",348,332,95.4,341,98
2019,DIV,"Powhatan County Public Schools","American Indian",<,<,<,<,<
2019,DIV,"Powhatan County Public Schools",Asian,<,<,100,<,100
2019,DIV,"Powhatan County Public Schools",Black,24,24,100,24,100
2019,DIV,"Powhatan County Public Schools","Economically Disadvantaged",78,70,89.7,74,94.9
2019,DIV,"Powhatan County Public Schools","English Learners",<,<,100,<,100
2019,DIV,"Powhatan County Public Schools",Female,176,173,98.3,175,99.4
2019,DIV,"Powhatan County Public Schools",Hispanic,<,<,100,<,100
2019,DIV,"Powhatan County Public Schools",Homeless,<,<,100,<,100
2019,DIV,"Powhatan County Public Schools",Male,172,159,92.4,166,96.5
2019,DIV,"Powhatan County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Powhatan County Public Schools","Multiple Races",11,10,90.9,10,90.9
2019,DIV,"Powhatan County Public Schools","Native Hawaiian",<,<,100,<,100
2019,DIV,"Powhatan County Public Schools","Students with Disabilities",42,38,90.5,40,95.2
2019,DIV,"Powhatan County Public Schools",White,298,284,95.3,292,98
2019,DIV,"Prince Edward County Public Schools","All Students",156,134,85.9,135,86.5
2019,DIV,"Prince Edward County Public Schools",Asian,<,<,100,<,100
2019,DIV,"Prince Edward County Public Schools",Black,86,76,88.4,77,89.5
2019,DIV,"Prince Edward County Public Schools","Economically Disadvantaged",79,73,92.4,74,93.7
2019,DIV,"Prince Edward County Public Schools","English Learners",<,<,<,<,<
2019,DIV,"Prince Edward County Public Schools",Female,80,72,90,72,90
2019,DIV,"Prince Edward County Public Schools","Foster Care",<,<,100,<,100
2019,DIV,"Prince Edward County Public Schools",Hispanic,<,<,<,<,<
2019,DIV,"Prince Edward County Public Schools",Male,76,62,81.6,63,82.9
2019,DIV,"Prince Edward County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Prince Edward County Public Schools","Multiple Races",<,<,100,<,100
2019,DIV,"Prince Edward County Public Schools","Native Hawaiian",<,<,100,<,100
2019,DIV,"Prince Edward County Public Schools","Students with Disabilities",25,20,80,20,80
2019,DIV,"Prince Edward County Public Schools",White,59,49,83.1,49,83.1
2019,DIV,"Prince George County Public Schools","All Students",457,426,93.2,430,94.1
2019,DIV,"Prince George County Public Schools","American Indian",<,<,100,<,100
2019,DIV,"Prince George County Public Schools",Asian,<,<,100,<,100
2019,DIV,"Prince George County Public Schools",Black,139,128,92.1,129,92.8
2019,DIV,"Prince George County Public Schools","Economically Disadvantaged",174,163,93.7,163,93.7
2019,DIV,"Prince George County Public Schools","English Learners",<,<,100,<,100
2019,DIV,"Prince George County Public Schools",Female,235,223,94.9,223,94.9
2019,DIV,"Prince George County Public Schools",Hispanic,53,48,90.6,48,90.6
2019,DIV,"Prince George County Public Schools",Homeless,<,<,<,<,<
2019,DIV,"Prince George County Public Schools",Male,222,203,91.4,207,93.2
2019,DIV,"Prince George County Public Schools","Military Connected",110,107,97.3,107,97.3
2019,DIV,"Prince George County Public Schools","Multiple Races",27,27,100,27,100
2019,DIV,"Prince George County Public Schools","Native Hawaiian",<,<,100,<,100
2019,DIV,"Prince George County Public Schools","Students with Disabilities",62,52,83.9,55,88.7
2019,DIV,"Prince George County Public Schools",White,229,214,93.4,217,94.8
2019,DIV,"Prince William County Public Schools","All Students",7219,6718,93.1,6751,93.5
2019,DIV,"Prince William County Public Schools","American Indian",27,25,92.6,26,96.3
2019,DIV,"Prince William County Public Schools",Asian,656,641,97.7,643,98
2019,DIV,"Prince William County Public Schools",Black,1412,1350,95.6,1352,95.8
2019,DIV,"Prince William County Public Schools","Economically Disadvantaged",2791,2517,90.2,2532,90.7
2019,DIV,"Prince William County Public Schools","English Learners",1134,909,80.2,909,80.2
2019,DIV,"Prince William County Public Schools",Female,3478,3291,94.6,3299,94.9
2019,DIV,"Prince William County Public Schools","Foster Care",<,<,<,<,<
2019,DIV,"Prince William County Public Schools",Hispanic,2479,2142,86.4,2149,86.7
2019,DIV,"Prince William County Public Schools",Homeless,31,25,80.6,25,80.6
2019,DIV,"Prince William County Public Schools",Male,3741,3427,91.6,3452,92.3
2019,DIV,"Prince William County Public Schools","Military Connected",249,241,96.8,241,96.8
2019,DIV,"Prince William County Public Schools","Multiple Races",427,401,93.9,405,94.8
2019,DIV,"Prince William County Public Schools","Native Hawaiian",18,18,100,18,100
2019,DIV,"Prince William County Public Schools","Students with Disabilities",817,755,92.4,760,93
2019,DIV,"Prince William County Public Schools",White,2200,2141,97.3,2158,98.1
2019,DIV,"Pulaski County Public Schools","All Students",279,263,94.3,266,95.3
2019,DIV,"Pulaski County Public Schools","American Indian",<,<,100,<,100
2019,DIV,"Pulaski County Public Schools",Asian,<,<,100,<,100
2019,DIV,"Pulaski County Public Schools",Black,20,18,90,18,90
2019,DIV,"Pulaski County Public Schools","Economically Disadvantaged",143,130,90.9,133,93
2019,DIV,"Pulaski County Public Schools","English Learners",<,<,<,<,<
2019,DIV,"Pulaski County Public Schools",Female,138,131,94.9,134,97.1
2019,DIV,"Pulaski County Public Schools","Foster Care",<,<,<,<,<
2019,DIV,"Pulaski County Public Schools",Hispanic,<,<,<,<,<
2019,DIV,"Pulaski County Public Schools",Homeless,<,<,<,<,<
2019,DIV,"Pulaski County Public Schools",Male,141,132,93.6,132,93.6
2019,DIV,"Pulaski County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Pulaski County Public Schools","Multiple Races",<,<,100,<,100
2019,DIV,"Pulaski County Public Schools","Students with Disabilities",47,40,85.1,41,87.2
2019,DIV,"Pulaski County Public Schools",White,241,229,95,232,96.3
2019,DIV,"Radford City Public Schools","All Students",132,128,97,128,97
2019,DIV,"Radford City Public Schools",Asian,<,<,100,<,100
2019,DIV,"Radford City Public Schools",Black,17,17,100,17,100
2019,DIV,"Radford City Public Schools","Economically Disadvantaged",60,57,95,57,95
2019,DIV,"Radford City Public Schools",Female,65,64,98.5,64,98.5
2019,DIV,"Radford City Public Schools",Hispanic,<,<,<,<,<
2019,DIV,"Radford City Public Schools",Homeless,<,<,100,<,100
2019,DIV,"Radford City Public Schools",Male,67,64,95.5,64,95.5
2019,DIV,"Radford City Public Schools","Multiple Races",10,9,90,9,90
2019,DIV,"Radford City Public Schools","Students with Disabilities",16,16,100,16,100
2019,DIV,"Radford City Public Schools",White,96,94,97.9,94,97.9
2019,DIV,"Rappahannock County Public Schools","All Students",57,55,96.5,55,96.5
2019,DIV,"Rappahannock County Public Schools","American Indian",<,<,<,<,<
2019,DIV,"Rappahannock County Public Schools",Black,<,<,100,<,100
2019,DIV,"Rappahannock County Public Schools","Economically Disadvantaged",18,17,94.4,17,94.4
2019,DIV,"Rappahannock County Public Schools","English Learners",<,<,<,<,<
2019,DIV,"Rappahannock County Public Schools",Female,36,36,100,36,100
2019,DIV,"Rappahannock County Public Schools",Hispanic,<,<,<,<,<
2019,DIV,"Rappahannock County Public Schools",Homeless,<,<,100,<,100
2019,DIV,"Rappahannock County Public Schools",Male,21,19,90.5,19,90.5
2019,DIV,"Rappahannock County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Rappahannock County Public Schools","Multiple Races",<,<,100,<,100
2019,DIV,"Rappahannock County Public Schools","Students with Disabilities",<,<,<,<,<
2019,DIV,"Rappahannock County Public Schools",White,48,48,100,48,100
2019,DIV,"Richmond City Public Schools","All Students",1506,1077,71.5,1087,72.2
2019,DIV,"Richmond City Public Schools","American Indian",<,<,<,<,<
2019,DIV,"Richmond City Public Schools",Asian,<,<,<,<,<
2019,DIV,"Richmond City Public Schools",Black,980,791,80.7,800,81.6
2019,DIV,"Richmond City Public Schools","Economically Disadvantaged",812,645,79.4,651,80.2
2019,DIV,"Richmond City Public Schools","English Learners",143,55,38.5,55,38.5
2019,DIV,"Richmond City Public Schools",Female,761,594,78.1,597,78.4
2019,DIV,"Richmond City Public Schools","Foster Care",11,4,36.4,4,36.4
2019,DIV,"Richmond City Public Schools",Hispanic,313,103,32.9,104,33.2
2019,DIV,"Richmond City Public Schools",Homeless,44,30,68.2,30,68.2
2019,DIV,"Richmond City Public Schools",Male,745,483,64.8,490,65.8
2019,DIV,"Richmond City Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Richmond City Public Schools","Multiple Races",13,12,92.3,12,92.3
2019,DIV,"Richmond City Public Schools","Students with Disabilities",272,191,70.2,194,71.3
2019,DIV,"Richmond City Public Schools",White,189,163,86.2,163,86.2
2019,DIV,"Richmond County Public Schools","All Students",96,96,100,96,100
2019,DIV,"Richmond County Public Schools",Asian,<,<,100,<,100
2019,DIV,"Richmond County Public Schools",Black,28,28,100,28,100
2019,DIV,"Richmond County Public Schools","Economically Disadvantaged",37,37,100,37,100
2019,DIV,"Richmond County Public Schools","English Learners",<,<,100,<,100
2019,DIV,"Richmond County Public Schools",Female,42,42,100,42,100
2019,DIV,"Richmond County Public Schools","Foster Care",<,<,100,<,100
2019,DIV,"Richmond County Public Schools",Hispanic,<,<,100,<,100
2019,DIV,"Richmond County Public Schools",Homeless,<,<,100,<,100
2019,DIV,"Richmond County Public Schools",Male,54,54,100,54,100
2019,DIV,"Richmond County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Richmond County Public Schools","Multiple Races",<,<,100,<,100
2019,DIV,"Richmond County Public Schools","Students with Disabilities",10,10,100,10,100
2019,DIV,"Richmond County Public Schools",White,58,58,100,58,100
2019,DIV,"Roanoke City Public Schools","All Students",925,813,87.9,813,87.9
2019,DIV,"Roanoke City Public Schools",Asian,32,30,93.8,30,93.8
2019,DIV,"Roanoke City Public Schools",Black,407,366,89.9,366,89.9
2019,DIV,"Roanoke City Public Schools","Economically Disadvantaged",484,428,88.4,428,88.4
2019,DIV,"Roanoke City Public Schools","English Learners",98,72,73.5,72,73.5
2019,DIV,"Roanoke City Public Schools",Female,423,386,91.3,386,91.3
2019,DIV,"Roanoke City Public Schools","Foster Care",14,11,78.6,11,78.6
2019,DIV,"Roanoke City Public Schools",Hispanic,115,86,74.8,86,74.8
2019,DIV,"Roanoke City Public Schools",Homeless,30,23,76.7,23,76.7
2019,DIV,"Roanoke City Public Schools",Male,502,427,85.1,427,85.1
2019,DIV,"Roanoke City Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Roanoke City Public Schools","Multiple Races",43,36,83.7,36,83.7
2019,DIV,"Roanoke City Public Schools","Students with Disabilities",146,133,91.1,133,91.1
2019,DIV,"Roanoke City Public Schools",White,328,295,89.9,295,89.9
2019,DIV,"Roanoke County Public Schools","All Students",1160,1102,95,1111,95.8
2019,DIV,"Roanoke County Public Schools","American Indian",<,<,100,<,100
2019,DIV,"Roanoke County Public Schools",Asian,54,54,100,54,100
2019,DIV,"Roanoke County Public Schools",Black,81,73,90.1,73,90.1
2019,DIV,"Roanoke County Public Schools","Economically Disadvantaged",310,274,88.4,281,90.6
2019,DIV,"Roanoke County Public Schools","English Learners",27,21,77.8,21,77.8
2019,DIV,"Roanoke County Public Schools",Female,547,531,97.1,532,97.3
2019,DIV,"Roanoke County Public Schools","Foster Care",11,4,36.4,5,45.5
2019,DIV,"Roanoke County Public Schools",Hispanic,45,38,84.4,38,84.4
2019,DIV,"Roanoke County Public Schools",Homeless,<,<,100,<,100
2019,DIV,"Roanoke County Public Schools",Male,613,571,93.1,579,94.5
2019,DIV,"Roanoke County Public Schools","Military Connected",13,12,92.3,12,92.3
2019,DIV,"Roanoke County Public Schools","Multiple Races",56,54,96.4,55,98.2
2019,DIV,"Roanoke County Public Schools","Native Hawaiian",<,<,100,<,100
2019,DIV,"Roanoke County Public Schools","Students with Disabilities",135,121,89.6,123,91.1
2019,DIV,"Roanoke County Public Schools",White,919,878,95.5,886,96.4
2019,DIV,"Rockbridge County Public Schools","All Students",218,196,89.9,198,90.8
2019,DIV,"Rockbridge County Public Schools",Black,<,<,100,<,100
2019,DIV,"Rockbridge County Public Schools","Economically Disadvantaged",74,64,86.5,65,87.8
2019,DIV,"Rockbridge County Public Schools","English Learners",<,<,<,<,<
2019,DIV,"Rockbridge County Public Schools",Female,113,106,93.8,106,93.8
2019,DIV,"Rockbridge County Public Schools",Hispanic,15,13,86.7,13,86.7
2019,DIV,"Rockbridge County Public Schools",Homeless,<,<,100,<,100
2019,DIV,"Rockbridge County Public Schools",Male,105,90,85.7,92,87.6
2019,DIV,"Rockbridge County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Rockbridge County Public Schools","Multiple Races",11,8,72.7,8,72.7
2019,DIV,"Rockbridge County Public Schools","Native Hawaiian",<,<,100,<,100
2019,DIV,"Rockbridge County Public Schools","Students with Disabilities",16,11,68.8,11,68.8
2019,DIV,"Rockbridge County Public Schools",White,185,168,90.8,170,91.9
2019,DIV,"Rockingham County Public Schools","All Students",1005,949,94.4,961,95.6
2019,DIV,"Rockingham County Public Schools","American Indian",<,<,100,<,100
2019,DIV,"Rockingham County Public Schools",Asian,13,13,100,13,100
2019,DIV,"Rockingham County Public Schools",Black,19,18,94.7,18,94.7
2019,DIV,"Rockingham County Public Schools","Economically Disadvantaged",338,303,89.6,313,92.6
2019,DIV,"Rockingham County Public Schools","English Learners",58,45,77.6,45,77.6
2019,DIV,"Rockingham County Public Schools",Female,473,450,95.1,450,95.1
2019,DIV,"Rockingham County Public Schools","Foster Care",<,<,<,<,<
2019,DIV,"Rockingham County Public Schools",Hispanic,145,128,88.3,128,88.3
2019,DIV,"Rockingham County Public Schools",Homeless,13,12,92.3,12,92.3
2019,DIV,"Rockingham County Public Schools",Male,532,499,93.8,511,96.1
2019,DIV,"Rockingham County Public Schools","Military Connected",11,11,100,11,100
2019,DIV,"Rockingham County Public Schools","Multiple Races",40,37,92.5,38,95
2019,DIV,"Rockingham County Public Schools","Students with Disabilities",102,98,96.1,99,97.1
2019,DIV,"Rockingham County Public Schools",White,787,752,95.6,763,97
2019,DIV,"Russell County Public Schools","All Students",305,285,93.4,286,93.8
2019,DIV,"Russell County Public Schools",Asian,<,<,<,<,<
2019,DIV,"Russell County Public Schools","Economically Disadvantaged",175,160,91.4,160,91.4
2019,DIV,"Russell County Public Schools","English Learners",<,<,<,<,<
2019,DIV,"Russell County Public Schools",Female,142,135,95.1,135,95.1
2019,DIV,"Russell County Public Schools","Foster Care",<,<,100,<,100
2019,DIV,"Russell County Public Schools",Male,163,150,92,151,92.6
2019,DIV,"Russell County Public Schools","Multiple Races",<,<,100,<,100
2019,DIV,"Russell County Public Schools","Students with Disabilities",42,35,83.3,35,83.3
2019,DIV,"Russell County Public Schools",White,302,283,93.7,284,94
2019,DIV,"Salem City Public Schools","All Students",306,288,94.1,291,95.1
2019,DIV,"Salem City Public Schools",Asian,10,10,100,10,100
2019,DIV,"Salem City Public Schools",Black,33,28,84.8,29,87.9
